package,total_downloads
exchangelib,1747736
execnet,117653582
executing,137141090
expiringdict,8791819
extension-helpers,980059
extract-msg,4408735
ezdxf,1955503
fabric,15065771
fabric-analytics-notebook-plugin,2393870
fabric-analytics-sdk,2381074
face,17397117
facebook-business,7821629
facexlib,899745
factory-boy,21490285
faiss-cpu,18763966
fake-useragent,9161759
faker,69017113
fakeredis,37928575
fal-client,3290956
fancycompleter,1427673
farama-notifications,5604561
fast-array-utils,409152
fast-depends,1768974
fast-langdetect,3328037
fastapi,500743461
fastapi-cache2,925575
fastapi-cli,44714609
fastapi-cloud-cli,30054181
fastapi-mail,2108559
fastapi-mcp,14648578
fastapi-pagination,3842592
fastapi-sso,1882159
fastapi-users,2059189
fastapi-users-db-beanie,878550
fastapi-users-db-sqlalchemy,1053734
fastapi-utils,1014003
fastar,24184088
fastavro,44437196
fastcore,46947174
fastdiff,1412022
fastembed,11555695
fasteners,14588101
faster-whisper,6848310
fastexcel,3020167
fastf1,12485212
fastjsonschema,137118650
fastlite,595026
fastmcp,71710160
fastmcp-slim,33863481
fastprogress,1371162
fastsafetensors,1339319
faststream,1077742
fasttext,1630125
fasttext-numpy2,1704332
fasttext-predict,1190329
fasttext-wheel,2739629
fastuuid,70282795
fastwarc,2476303
fcache,2521892
feedfinder2,596197
feedparser,15425612
ffmpeg-python,10750326
fhir-core,928763
fhir-resources,1399479
fickling,1030966
fiddle,1245995
fido2,1961315
filelock,576178950
filetype,38438886
filigran-sseclient,507979
filterpy,1926576
findlibs,916352
findpython,51555410
fiona,6080216
fire,23799392
firebase-admin,15934822
firecrawl,1003309
firecrawl-py,5563902
fireworks-ai,5505653
flagsmith,955456
flagsmith-flag-engine,856016
flake8,51784964
flake8-bugbear,3937323
flake8-builtins,979231
flake8-comprehensions,1691573
flake8-docstrings,2281227
flake8-import-order,1543724
flake8-isort,1621575
flake8-noqa,1034424
flake8-print,1133886
flake8-pyproject,2880371
flaml,874726
flashinfer-cubin,4171317
flashinfer-python,5867455
flask,194007955
flask-admin,2053160
flask-appbuilder,16406564
flask-babel,15505464
flask-bcrypt,2049561
flask-caching,11483487
flask-compress,3639007
flask-cors,50949776
flask-dance,859915
flask-debugtoolbar,922978
flask-httpauth,2287339
flask-jwt-extended,14129485
flask-limiter,24268558
flask-login,26974140
flask-mail,1345065
flask-marshmallow,1454145
flask-migrate,5667092
flask-oidc,882986
flask-openid,1603750
flask-restful,3345872
flask-restx,2184531
flask-session,15110680
flask-shell-ipython,1756601
flask-smorest,1047562
flask-sock,1417500
flask-socketio,3430879
flask-sqlalchemy,31778087
flask-talisman,2363932
flask-wtf,20498346
flatbuffers,86317286
flatten-dict,4096041
flatten-json,2853783
flax,5923589
flexcache,5412104
flexparser,5405244
flit,17652029
flit-core,37384475
flower,12937960
fluent-logger,2544532
fluent-runtime,1196767
fluent-syntax,1684674
flufl-lock,2932982
flupy,1388509
fnv-hash-fast,795893
fnvhash,949298
folium,3553261
fonttools,216968351
forbiddenfruit,2031730
formulaic,3568415
formulas,2699176
fpdf2,11077917
fqdn,44473218
fredapi,1321211
freetype-py,5147549
freezegun,39719283
frida,2184076
frozendict,29571848
frozenlist,522548409
fs,3628714
fsspec,756779305
ftfy,12271073
fugue,2306482
fugue-sql-antlr,912195
func-args,930244
funcsigs,8053571
functions-framework,8932150
funcy,6389700
furl,5081003
furo,2755756
future,65237528
fuzzyfinder,123784
fuzzywuzzy,15566280
gast,19047525
gcloud-aio-auth,43038881
gcloud-aio-bigquery,25675031
gcloud-aio-pubsub,971919
gcloud-aio-storage,45410949
gcovr,3436108
gcs-oauth2-boto-plugin,882998
gcsfs,129459506
gdown,3642959
genai-prices,19488478
gensim,4716584
genson,14768914
geoalchemy2,4414044
geocoder,2807486
geographiclib,15585948
geoip2,16958858
geojson-pydantic,965317
geomet,8855318
geonames,1079159
geopandas,17149626
geopy,15438505
gepa,7763645
gevent,53898773
geventhttpclient,11360498
gguf,6516356
ghapi,56968836
gherkin-official,2178738
ghp-import,15328070
gilknocker,807771
gitdb,217804484
github-copilot-sdk,1238295
github3-py,5703394
githubkit,972293
gitlint-core,1054735
gitpython,249253622
giturlparse,17413744
glfw,3392996
glom,17528965
gluonts,959132
google,5171203
google-ads,69268500
google-ai-generativelanguage,16004215
google-analytics-admin,136104519
google-analytics-data,5939003
google-api,3188817
google-api-core,464222022
google-api-python-client,167339699
google-apitools,2618277
google-apps-meet,1054472
google-auth,529199486
google-auth-httplib2,156559220
google-auth-oauthlib,153729247
google-auth-stubs,1071277
google-cloud-access-context-manager,1020032
google-cloud-aiplatform,154149305
google-cloud-alloydb,27480751
google-cloud-appengine-logging,45867416
google-cloud-artifact-registry,8840136
google-cloud-asset,1010929
google-cloud-audit-log,41285457
google-cloud-automl,65521843
google-cloud-batch,151172607
google-cloud-bigquery,151858494
google-cloud-bigquery-biglake,7230626
google-cloud-bigquery-connection,431550
google-cloud-bigquery-datatransfer,71271141
google-cloud-bigquery-storage,43888245
google-cloud-bigtable,86206959
google-cloud-build,20319064
google-cloud-compute,133383865
google-cloud-container,43206401
google-cloud-core,192492807
google-cloud-datacatalog,40769874
google-cloud-dataflow-client,62344059
google-cloud-dataform,77409587
google-cloud-dataplex,28759849
google-cloud-dataproc,26384071
google-cloud-dataproc-metastore,70664864
google-cloud-datastore,5961854
google-cloud-discoveryengine,7720369
google-cloud-dlp,116004976
google-cloud-documentai,2624840
google-cloud-error-reporting,896504
google-cloud-firestore,31427294
google-cloud-functions,795848
google-cloud-iam,10509470
google-cloud-kms,134029144
google-cloud-language,78832052
google-cloud-logging,85384678
google-cloud-managedkafka,12615681
google-cloud-memcache,71240404
google-cloud-modelarmor,1233554
google-cloud-monitoring,88889160
google-cloud-orchestration-airflow,70627944
google-cloud-org-policy,1070556
google-cloud-os-config,1026652
google-cloud-os-login,77192505
google-cloud-pipeline-components,1239194
google-cloud-pubsub,107115976
google-cloud-pubsublite,3118117
google-cloud-recaptcha-enterprise,1856283
google-cloud-recommendations-ai,2292173
google-cloud-redis,77639084
google-cloud-resource-manager,60813543
google-cloud-run,74186696
google-cloud-scheduler,1210030
google-cloud-secret-manager,154009473
google-cloud-spanner,47183226
google-cloud-speech,110702411
google-cloud-storage,242989511
google-cloud-storage-control,15496458
google-cloud-storage-transfer,41100062
google-cloud-tasks,90858426
google-cloud-texttospeech,109251017
google-cloud-trace,10459372
google-cloud-translate,43047864
google-cloud-vectorsearch,2685033
google-cloud-videointelligence,78597103
google-cloud-vision,82565243
google-cloud-workflows,77995845
google-crc32c,172570205
google-genai,262483486
google-generativeai,15146657
google-pasta,29926290
google-re2,11525656
google-reauth,929839
google-resumable-media,174210336
googleads,889185
googleapis-common-protos,494809848
googlesearch-python,894868
googletrans,3290076
gotrue,3886604
gprof2dot,4730769
gprofiler-official,2589078
gptcache,496888
gpytorch,969008
gql,20349933
gradio,14406279
gradio-client,11066271
grandalf,2945310
granian,3852435
grapheme,1080332
graphemeu,1691171
graphene,36008431
graphene-django,1131252
graphframes,3278887
graphql-core,70429027
graphql-relay,36320314
graphviz,47137020
great-expectations,28544576
greenback,9477139
greenlet,433900029
gremlinpython,18240258
grep-ast,1763074
griffe,28041309
griffecli,13884172
griffelib,72088540
grimp,7539328
groovy,5494910
groq,19103151
growthbook,4065068
grpc-google-iam-v1,119830674
grpc-interceptor,26196575
grpc-stubs,2929302
grpcio,423277017
grpcio-gcp,15653194
grpcio-health-checking,83783376
grpcio-reflection,12858176
grpcio-status,838360417
grpcio-testing,1570131
grpcio-tools,264540049
grpclib,55205087
gspread,39699960
gspread-dataframe,3743929
gspread-formatting,1068037
gssapi,5176222
gsutil,2197083
gto,2045015
gtts,1568509
gunicorn,126921064
gymnasium,6305741
h11,800135418
h2,142409189
h3,11651674
h5netcdf,4981914
h5py,38127823
habluetooth,2516524
harbor,1620973
harfile,1875141
hashids,2550979
hashring,1090293
hass-nabucasa,445100
hatch,21343837
hatch-fancy-pypi-readme,6639226
hatch-requirements-txt,2843414
hatch-vcs,16789221
hatchet-sdk,895555
hatchling,335154130
hatchling-autoextras-hook,891231
haversine,3414662
hdbscan,2789864
hdijupyterutils,1572645
hera,1227335
hexbytes,6655553
hf-gradio,3407575
hf-xet,203441843
highspy,2561128
hijri-converter,2945310
hijridate,3229144
hiredis,24979944
hishel,4836380
hist,3716869
histoprint,3643356
hjson,4931250
hmmlearn,1112144
hmsclient,5210063
holidays,28388645
hologram,1451866
holoviews,1952101
home-assistant-bluetooth,483282
homeassistant,1731438
honcho,1593329
honcho-ai,1137806
hpack,141459569
html-text,1275959
html5lib,33545713
html5tagger,1787419
htmldate,11775832
htmldocx,1013819
htmlmin2,1224033
httmock,2354399
http-ece,2359258
http-message-signatures,1098568
httpcore,710439650
httpcore2,6966967
httpie,1021253
httplib2,149452089
httpr,3521719
httpstan,1072720
httptools,220030724
httpx,726082023
httpx-aiohttp,5081412
httpx-auth,2975713
httpx-retries,3535420
httpx-sse,202912877
httpx-ws,4500976
httpx2,6871033
httpxthrottlecache,658477
hubspot-api-client,3642246
huey,16695542
huggingface-hub,274712297
humanfriendly,48265169
humanize,56624225
hupper,2748300
hvac,29751911
hvplot,1321003
hydra-core,15311455
hypercorn,5546163
hyperframe,141721681
hyperlink,32205721
hyperopt,2860087
hyperpyyaml,1944007
hypothesis,37503630
hypothesis-graphql,1945629
hypothesis-jsonschema,2254318
ibis-framework,1864839
ibm-cloud-sdk-core,7341171
ibm-cos-sdk,1317873
ibm-cos-sdk-core,1046008
ibm-cos-sdk-s3transfer,1044414
ibm-platform-services,873765
ibm-watsonx-ai,1855946
ibmcloudant,4888795
icalendar,10408406
icdiff,8850589
icecream,5116471
icmplib,938985
id,30198263
identify,149603125
idf-component-manager,1293921
idna,1623330165
ifaddr,7201711
igraph,2580742
ijson,46768079
imagecodecs,1206787
imagehash,5084234
imageio,37359101
imageio-ffmpeg,11377656
imagesize,28527461
imbalanced-learn,13033165
img2pdf,1733224
imgaug,925606
iminuit,185138
immutabledict,21008990
impit,1569396
import-linter,7117665
importlab,1079521
importlib-metadata,510749978
importlib-resources,103209519
impyla,6720050
incremental,15863686
inflate64,6582061
inflect,26161705
inflection,49870637
influxdb,3936606
influxdb-client,9631102
influxdb3-python,1965548
iniconfig,815682749
inline-snapshot,1283934
inngest,1018760
inquirer,4818812
inquirerpy,9472000
inscriptis,2558663
installer,83956695
instructor,13998186
intelhex,5148565
interegular,5058131
interface-meta,3451771
interpret-core,886630
interrogate,1367457
intervaltree,5413331
intuit-oauth,1156225
invoke,79926246
ip3country,6060615
ipdb,16390405
ipykernel,75091822
ipympl,1126393
ipython,154922313
ipython-genutils,6828216
ipython-pygments-lexers,68536545
ipywidgets,41134162
iregexp-check,392339
isal,1932135
iso8601,39900630
isodate,207348149
isoduration,44495329
isort,98424116
itemadapter,2718107
itemloaders,2692620
iterative-telemetry,3060375
iterproxy,947948
itsdangerous,195904976
itypes,1495753
j2cli,1893986
jacobi,3469202
jaconv,3256637
janaf,1088594
jaraco-classes,233396613
jaraco-collections,1020314
jaraco-context,218231006
jaraco-functools,221933035
jaraco-text,2188798
javaproperties,5392487
jax,20663327
jaxlib,15075540
jaxtyping,5116928
jaydebeapi,17866646
jcs,1117281
jedi,138612436
jeepney,230330201
jellyfish,12054825
jenkinsapi,934240
jh2,2230599
jieba3k,605580
jinja-partials,1134422
jinja2,603870995
jinja2-ansible-filters,1343830
jinja2-cli,1466714
jinja2-humanize-extension,5768664
jinja2-simple-tags,2756928
jinja2-time,1370556
jinjanator,944998
jinjanator-plugins,938414
jira,21835044
jiter,297246466
jiwer,3065004
jmespath,575753235
jmp,1241434
jobflow,1107749
joblib,189055078
josepy,1788944
joserfc,115010472
jproperties,2529975
jpype1,26166232
js2py,902269
jsbeautifier,5252931
jschema-to-python,2586922
jsf,844979
jsii,8392329
jsmin,1259288
json-logic,3075355
json-repair,25637187
json-rpc,5516460
json-schema-for-humans,1678945
json-schema-to-pydantic,2977364
json-stream,1171997
json-stream-rs-tokenizer,1198428
json5,53844234
jsonalias,1134787
jsonargparse,2650216
jsonconversion,8397268
jsondiff,11232242
jsonfield,1002583
jsonlines,14962613
jsonmerge,1272233
jsonpatch,138145101
jsonpath-ng,70536615
jsonpath-python,23354024
jsonpath-rfc9535,382968
jsonpickle,19222131
jsonpointer,167200666
jsonref,77429962
jsons,1535081
jsonschema,530836728
jsonschema-path,86194851
jsonschema-pydantic,327638
jsonschema-rs,4976048
jsonschema-spec,1391436
jsonschema-specifications,473368852
jsonschema2md,1278793
julius,1576439
junit-xml,12015864
junit2html,1552103
jupyter,16356067
jupyter-client,79597501
jupyter-console,16394232
jupyter-core,83590181
jupyter-events,42044204
jupyter-kernel-gateway,1357319
jupyter-lsp,37767136
jupyter-packaging,960268
jupyter-server,53088935
jupyter-server-fileid,1252312
jupyter-server-terminals,40749731
jupyter-server-ydoc,1358844
jupyter-ydoc,1389277
jupyterlab,49617168
jupyterlab-pygments,54940383
jupyterlab-server,40087315
jupyterlab-widgets,41242075
jupytext,3707628
justext,7007196
jwcrypto,20608786
jwt,3525011
k8,4461075
kafe2,3479648
kagglehub,2548261
kagglesdk,2227602
kaitaistruct,6486295
kaleido,10727722
kedro,872670
kedro-datasets,2463900
kedro-telemetry,667532
kedro-viz,1861493
keras,22118406
keras-applications,3764284
keras-preprocessing,2148032
kernels,1109781
kernels-data,614947
kestra,1324780
keybert,891577
keyring,244414858
keyrings-alt,4082013
keyrings-codeartifact,1445760
keyrings-google-artifactregistry-auth,53938013
keystoneauth1,2017777
kfp,15047737
kfp-pipeline-spec,4576902
kfp-server-api,3135001
kiwisolver,191668187
knack,6755643
kneed,852336
knockapi,875465
koalas,1321169
koheesio,887288
kombu,53845295
kopf,1245334
korean-lunar-calendar,5706142
kornia,3334952
kornia-rs,3366651
krb5,4692093
kubernetes,170255809
kubernetes-asyncio,24005084
l18n,857691
label-studio-sdk,981808
laces,1376073
lance-namespace,7716587
lance-namespace-urllib3-client,7656732
lancedb,8029365
langchain,303564483
langchain-anthropic,19470331
langchain-aws,11888286
langchain-azure-ai,1495921
langchain-chroma,1701863
langchain-classic,19396280
langchain-cohere,1028118
langchain-community,46704703
langchain-core,143458954
langchain-experimental,2631333
langchain-fireworks,996432
langchain-google-community,9367223
langchain-google-genai,15722358
langchain-google-vertexai,30823722
langchain-groq,2215954
langchain-huggingface,2055316
langchain-litellm,1837399
langchain-mcp-adapters,6593555
langchain-mistralai,1234294
langchain-mongodb,2190438
langchain-nebius,849506
langchain-ollama,3888541
langchain-openai,67810868
langchain-pinecone,1037664
langchain-postgres,1244996
langchain-protocol,39640275
langchain-tests,3223774
langchain-text-splitters,44501310
langchain-xai,876551
langchainplus-sdk,865035
langcodes,11788773
langdetect,9588535
langfuse,22099711
langgraph,57240125
langgraph-api,9865959
langgraph-checkpoint,46092040
langgraph-checkpoint-mongodb,1608873
langgraph-checkpoint-postgres,5814173
langgraph-checkpoint-sqlite,2181867
langgraph-cli,3873078
langgraph-prebuilt,49250094
langgraph-runtime-inmem,3133418
langgraph-sdk,44751703
langsmith,88056004
language-data,3404774
language-tags,1897276
lap,1227977
lark,71722948
lark-oapi,3182628
lark-parser,4015702
laspy,1308668
latex2mathml,3610732
latex2sympy2-extended,4685201
latexcodec,2107397
launchdarkly-eventsource,9753785
launchdarkly-server-sdk,10438760
lazy-loader,27981370
lazy-model,2744882
lazy-object-proxy,42679884
ldap3,14114260
ldaptor,1404456
ldfparser,1090667
leather,25719565
leb128,3690115
legacy-api-wrap,1246536
levenshtein,20885238
lib-detect-testenv,1188983
libclang,13347438
libcoal,404655
libcst,57621342
liblinear-multicore,1043596
libpinocchio,428757
librosa,8751753
librt,110448998
libsass,2432004
libusb-package,1080019
liccheck,1180269
license-expression,26519079
lifelines,2333847
lightgbm,17475516
lightning,5271414
lightning-utilities,11511624
limits,38116284
line-bot-sdk,5772965
line-profiler,2859517
linear-operator,952539
linecache2,1467610
linkedin-api-client,1155656
linkify-it-py,84233918
lintrunner-adapters,1242745
litellm,544499824
litestar,1705721
litestar-htmx,1599899
littlefs-python,1180584
livekit,4342660
livekit-agents,4067183
livekit-api,3891651
livekit-blingfire,3347227
livekit-plugins-cartesia,968730
livekit-plugins-deepgram,1812147
livekit-plugins-elevenlabs,1195762
livekit-plugins-noise-cancellation,947409
livekit-plugins-openai,2580004
livekit-plugins-silero,2738939
livekit-plugins-turn-detector,1767168
livekit-protocol,4032652
lizard,907384
llama-cloud,29306882
llama-cloud-services,96336251
llama-index,11896804
llama-index-agent-openai,4259558
llama-index-cli,4297676
llama-index-core,13143895
llama-index-embeddings-bedrock,2314026
llama-index-embeddings-openai,6053948
llama-index-indices-managed-llama-cloud,40567972
llama-index-instrumentation,5192497
llama-index-legacy,2394186
llama-index-llms-anthropic,985767
llama-index-llms-openai,25880937
llama-index-multi-modal-llms-openai,3015736
llama-index-program-openai,3041901
llama-index-question-gen-openai,3026396
llama-index-readers-file,4921502
llama-index-readers-llama-parse,10002793
llama-index-workflows,7594629
llama-parse,96989263
llguidance,5575629
llvmlite,64601787
lm-eval,1546922
lm-format-enforcer,3745449
lmdb,3919294
lml,2172854
lmnr,19266542
lmnr-claude-code-proxy,6202718
localstack-client,845304
localstack-core,1057006
locate,2194836
locket,17600101
lockfile,32619888
locust,13286282
locust-cloud,2905823
locust-plugins,1540418
log-symbols,1479382
logbook,5851343
logfire,18455785
logfire-api,19626959
logical-unification,934360
logistro,4839757
loguru,78614805
logzio-python-handler,878649
loky,1233366
lomond,862243
looker-sdk,18662086
loongsuite-util-genai,3946550
loro,2006872
lpips,881931
lru-dict,5298364
lsprotocol,1923252
luigi,8056914
lunarcalendar,1694927
lunardate,1465308
lupa,22390805
luqum,3308301
lxml,362236262
lxml-html-clean,16037701
lz4,85814763
lzallright,1769524
m3u8,1427017
macholib,2142107
maggma,1233696
magic-filter,2675613
magika,9469855
mailchimp-marketing,1312175
mailchimp-transactional,1508182
mailgun,1236342
mailjet-rest,1175045
maison,1034776
makefun,18303485
mako,170248772
mammoth,8756753
mando,4235768
mangum,5439306
manifold3d,1771522
mapbox-earcut,1893957
mapclassify,894509
mariadb,911766
marimo,2304546
marisa-trie,4118167
markdown,104561200
markdown-exec,932009
markdown-it-py,579920011
markdown-to-confluence,2823997
markdown2,7935309
markdownify,47576256
markitdown,7313174
markupsafe,669875756
marshmallow,132537267
marshmallow-dataclass,5341032
marshmallow-enum,8868398
marshmallow-jsonschema,1055598
marshmallow-oneofschema,6577661
marshmallow-sqlalchemy,13019820
marshmallow-union,1427717
mashumaro,39761095
math-verify,4636334
matplotlib,205857430
matplotlib-inline,131509586
matrix-nio,1297308
maturin,14724958
maxminddb,19716023
mbstrdecoder,4769220
mcap,1744595
mccabe,82224840
mcp,283011565
mcp-atlassian,1354394
mcp-proxy,2378606
mcp-proxy-for-aws,2340018
mcp-server-fetch,1152354
mcp-server-git,1211494
mcp-server-qdrant,2697591
mcp-use,1028960
mdformat,3042085
mdformat-gfm,1014012
mdit-py-plugins,90101704
mdurl,521810394
mdx-truly-sane-lists,1986336
measurement,994948
mediapipe,3136969
mediapy,1041946
mem0ai,3171155
memcache,1084646
memory-profiler,6846267
memray,17406299
mercantile,1281273
mergedeep,32665831
mergepythonclient,958118
meson,19818761
meson-python,17611462
methodtools,11300964
metricflow,1347508
microsoft-kiota-abstractions,12859346
microsoft-kiota-authentication-azure,13678552
microsoft-kiota-http,13787323
microsoft-kiota-serialization-form,7850383
microsoft-kiota-serialization-json,13174165
microsoft-kiota-serialization-multipart,7892843
microsoft-kiota-serialization-text,13335733
microsoft-security-utilities-secret-masker,4921328
mike,1535553
milvus-lite,1752044
mini-swe-agent,8684016
minidump,182928
minify-html,1844308
minikanren,929479
minio,10535253
mirakuru,3388823
mistral-common,6644939
mistral-vibe,8556342
mistralai,46210451
mistune,73312193
mitmproxy,4461572
mitmproxy-linux,1256540
mitmproxy-rs,1846316
mixpanel,8682476
mizani,3118170
mkdocs,15521505
mkdocs-autorefs,6967179
mkdocs-awesome-pages-plugin,882090
mkdocs-click,885814
mkdocs-gen-files,1380700
mkdocs-get-deps,14175015
mkdocs-git-revision-date-localized-plugin,1681302
mkdocs-glightbox,1407862
mkdocs-literate-nav,1661456
mkdocs-macros-plugin,2131666
mkdocs-material,16009086
mkdocs-material-extensions,13437911
mkdocs-minify-plugin,1030904
mkdocs-monorepo-plugin,1491655
mkdocs-redirects,1555624
mkdocs-section-index,1259635
mkdocstrings,7187928
mkdocstrings-python,9973082
ml-collections,2890393
ml-dtypes,36888756
mleap,2328685
mlflow,37479985
mlflow-skinny,38855189
mlflow-tracing,18663782
mltable,233622
mlx-lm,1595956
mlxtend,1063395
mmcif,1537894
mmh3,66520311
mock,27626522
mock-open,178453
modal,50887600
model-bakery,1619622
model-hosting-container-standards,2956303
modelscope,4703003
modelsearch,501038
modin,2110046
mohawk,990463
molecule,1843031
molecule-plugins,1032657
mongoengine,2266949
mongomock,7448508
monotonic,13665821
monty,1402130
more-itertools,336629542
moreorless,2743460
moto,38525214
motor,9809331
moviepy,6139589
mozilla-django-oidc,879662
mpire,4721204
mplcursors,1682316
mpmath,131784444
msal,183444801
msal-extensions,133199654
msgpack,239810498
msgpack-numpy,970477
msgraph-core,12769497
msgraph-sdk,7035152
msgraphfs,4898493
msgspec,43198315
msoffcrypto-tool,9276403
msrest,85506458
msrestazure,30601730
mteb,2804822
mujoco,2142661
mulpyplexer,90938
multi-key-dict,4523635
multidict,555549981
multimethod,3650428
multipart,5772682
multipledispatch,5103522
multiprocess,220221902
multitasking,17280359
multivolumefile,6606225
murmurhash,19907509
mutf8,1657063
mutmut,1820179
mxnet,908161
mycdp,649637
mygene,2674344
mypy,161960286
mypy-boto3-account,2230644
mypy-boto3-acm,1755146
mypy-boto3-acm-pca,1641329
mypy-boto3-aiops,1592534
mypy-boto3-amp,1609234
mypy-boto3-amplify,1687011
mypy-boto3-amplifybackend,1610234
mypy-boto3-amplifyuibuilder,1604710
mypy-boto3-apigateway,3389721
mypy-boto3-apigatewaymanagementapi,1673876
mypy-boto3-apigatewayv2,1683172
mypy-boto3-appconfig,1700638
mypy-boto3-appconfigdata,1650401
mypy-boto3-appfabric,1603622
mypy-boto3-appflow,7118244
mypy-boto3-appintegrations,1607293
mypy-boto3-application-autoscaling,1816677
mypy-boto3-application-insights,1612860
mypy-boto3-application-signals,1604855
mypy-boto3-applicationcostprofiler,1604626
mypy-boto3-appmesh,1614684
mypy-boto3-apprunner,1602513
mypy-boto3-appstream,1617452
mypy-boto3-appsync,1648556
mypy-boto3-arc-region-switch,1592264
mypy-boto3-arc-zonal-shift,1601588
mypy-boto3-artifact,1598886
mypy-boto3-athena,3901181
mypy-boto3-auditmanager,1609622
mypy-boto3-autoscaling,2018822
mypy-boto3-autoscaling-plans,1612449
mypy-boto3-b2bi,1601788
mypy-boto3-backup,1704436
mypy-boto3-backup-gateway,1601969
mypy-boto3-backupsearch,1595409
mypy-boto3-batch,2244740
mypy-boto3-bcm-dashboards,1591164
mypy-boto3-bcm-data-exports,1599517
mypy-boto3-bcm-pricing-calculator,1595740
mypy-boto3-bcm-recommended-actions,1589490
mypy-boto3-bedrock,1931873
mypy-boto3-bedrock-agent,1831839
mypy-boto3-bedrock-agent-runtime,1908740
mypy-boto3-bedrock-agentcore,1650105
mypy-boto3-bedrock-agentcore-control,1627487
mypy-boto3-bedrock-data-automation,1603720
mypy-boto3-bedrock-data-automation-runtime,1600477
mypy-boto3-bedrock-runtime,4057004
mypy-boto3-billing,1635920
mypy-boto3-billingconductor,1600936
mypy-boto3-braket,1605793
mypy-boto3-budgets,1612449
mypy-boto3-ce,1815496
mypy-boto3-chatbot,1595635
mypy-boto3-chime,1613440
mypy-boto3-chime-sdk-identity,1598620
mypy-boto3-chime-sdk-media-pipelines,1598057
mypy-boto3-chime-sdk-meetings,1599647
mypy-boto3-chime-sdk-messaging,1600007
mypy-boto3-chime-sdk-voice,1598241
mypy-boto3-cleanrooms,1604260
mypy-boto3-cleanroomsml,1600595
mypy-boto3-cloud9,1609771
mypy-boto3-cloudcontrol,1630248
mypy-boto3-clouddirectory,1607226
mypy-boto3-cloudformation,10453652
mypy-boto3-cloudfront,2107302
mypy-boto3-cloudfront-keyvaluestore,1596698
mypy-boto3-cloudhsm,1605672
mypy-boto3-cloudhsmv2,1608341
mypy-boto3-cloudsearch,1609473
mypy-boto3-cloudsearchdomain,1607860
mypy-boto3-cloudtrail,1783284
mypy-boto3-cloudtrail-data,1595934
mypy-boto3-cloudwatch,2756809
mypy-boto3-codeartifact,1681811
mypy-boto3-codebuild,2020694
mypy-boto3-codecatalyst,1597522
mypy-boto3-codecommit,1644498
mypy-boto3-codeconnections,1599975
mypy-boto3-codedeploy,1697651
mypy-boto3-codeguru-reviewer,1608046
mypy-boto3-codeguru-security,1594913
mypy-boto3-codeguruprofiler,1607189
mypy-boto3-codepipeline,1748875
mypy-boto3-codestar-connections,1607754
mypy-boto3-codestar-notifications,1608400
mypy-boto3-cognito-identity,1884447
mypy-boto3-cognito-idp,2194532
mypy-boto3-cognito-sync,1604690
mypy-boto3-comprehend,1658132
mypy-boto3-comprehendmedical,1646065
mypy-boto3-compute-optimizer,1617096
mypy-boto3-compute-optimizer-automation,1580278
mypy-boto3-config,1682373
mypy-boto3-connect-contact-lens,1602015
mypy-boto3-connectcampaigns,1594351
mypy-boto3-connectcampaignsv2,1594482
mypy-boto3-connectcases,1603787
mypy-boto3-connectparticipant,1608341
mypy-boto3-controlcatalog,1593377
mypy-boto3-controltower,1598460
mypy-boto3-cost-optimization-hub,1594153
mypy-boto3-cur,1607749
mypy-boto3-customer-profiles,1610802
mypy-boto3-databrew,1600113
mypy-boto3-dataexchange,2288940
mypy-boto3-datapipeline,1607162
mypy-boto3-datasync,1610076
mypy-boto3-datazone,1610621
mypy-boto3-dax,1686554
mypy-boto3-deadline,1601289
mypy-boto3-detective,1605164
mypy-boto3-devicefarm,1614282
mypy-boto3-devops-guru,1602791
mypy-boto3-directconnect,1633762
mypy-boto3-discovery,1606288
mypy-boto3-dlm,1638060
mypy-boto3-dms,1743748
mypy-boto3-docdb,1679262
mypy-boto3-docdb-elastic,1591609
mypy-boto3-drs,1595012
mypy-boto3-ds,1655162
mypy-boto3-ds-data,1590062
mypy-boto3-dsql,1590743
mypy-boto3-dynamodb,12101240
mypy-boto3-dynamodbstreams,1662777
mypy-boto3-ebs,1656277
mypy-boto3-ec2-instance-connect,1616845
mypy-boto3-ecr,4343030
mypy-boto3-ecr-public,1629495
mypy-boto3-efs,1968459
mypy-boto3-eks,1985171
mypy-boto3-eks-auth,1589791
mypy-boto3-elasticache,1852853
mypy-boto3-elasticbeanstalk,1631917
mypy-boto3-elb,1727031
mypy-boto3-elbv2,2330161
mypy-boto3-emr,2075724
mypy-boto3-emr-containers,1612713
mypy-boto3-emr-serverless,1928402
mypy-boto3-entityresolution,1591080
mypy-boto3-es,1673671
mypy-boto3-events,2409313
mypy-boto3-finspace,1593700
mypy-boto3-finspace-data,1595964
mypy-boto3-firehose,1842479
mypy-boto3-fis,1653280
mypy-boto3-fms,1636769
mypy-boto3-forecast,1608385
mypy-boto3-forecastquery,1599172
mypy-boto3-frauddetector,1603519
mypy-boto3-freetier,1591200
mypy-boto3-fsx,1627714
mypy-boto3-gamelift,1607751
mypy-boto3-gameliftstreams,1584178
mypy-boto3-geo-maps,1588562
mypy-boto3-geo-places,1609285
mypy-boto3-geo-routes,1595694
mypy-boto3-glacier,1629623
mypy-boto3-globalaccelerator,1615808
mypy-boto3-glue,7357257
mypy-boto3-grafana,1627609
mypy-boto3-greengrass,1601282
mypy-boto3-greengrassv2,1695483
mypy-boto3-groundstation,1607405
